"","funds_optimal","comp"
"880",1,"T=5"
"881",1,"T=5"
"882",1.35271061840375,"T=5"
"883",1.18404154858756,"T=5"
"884",1,"T=5"
"885",1,"T=5"
"886",1.18073952505258,"T=5"
"887",1.68531922609701,"T=5"
"888",1.72462086908919,"T=5"
"889",1.49132799931428,"T=5"
"890",1,"T=5"
"891",1.62384906910901,"T=5"
"892",1.36867010297729,"T=5"
"893",1.50359671854182,"T=5"
"894",1,"T=5"
"895",1,"T=5"
"896",1,"T=5"
"897",1.03052481652714,"T=5"
"898",1.4244941974043,"T=5"
"899",1.55554204475837,"T=5"
"900",1.11836741420423,"T=5"
"901",1,"T=5"
"902",1,"T=5"
"903",1,"T=5"
"904",1.75476297322824,"T=5"
"905",1.36291990043415,"T=5"
"906",1.43615965559379,"T=5"
"907",1,"T=5"
"908",1,"T=5"
"909",1.57041643692863,"T=5"
"910",1.29306884531047,"T=5"
"911",1.67990837823247,"T=5"
"912",1,"T=5"
"913",1.18945056851084,"T=5"
"914",1.62774868405406,"T=5"
"915",1,"T=5"
"916",1,"T=5"
"917",1.20201981250478,"T=5"
"918",1.59202352750998,"T=5"
"919",1,"T=5"
"920",1.64993441602158,"T=5"
"921",1.51131104383394,"T=5"
"922",1.6983131316944,"T=5"
"923",1,"T=5"
"924",1.53537738567883,"T=5"
"925",1,"T=5"
"926",1.10894272382014,"T=5"
"927",1,"T=5"
"928",1.47944491644528,"T=5"
"929",1.26931941214734,"T=5"
"930",1,"T=5"
"931",1.24232211945163,"T=5"
"932",1,"T=5"
"933",1,"T=5"
"934",1.40876961534564,"T=5"
"935",1.12397370769972,"T=5"
"936",1.30006458200165,"T=5"
"937",1.05478582900558,"T=5"
"938",1.65741861630228,"T=5"
"939",1.72378194081399,"T=5"
"940",1,"T=5"
"941",1,"T=5"
"942",1,"T=5"
"943",1.20004203644594,"T=5"
"944",1.67418343258999,"T=5"
"945",1.52051962905975,"T=5"
"946",1.57762884595738,"T=5"
"947",1.14238420883399,"T=5"
"948",1.25626926855341,"T=5"
"949",1,"T=5"
"950",1,"T=5"
"951",1.62709497230035,"T=5"
"952",1,"T=5"
"953",1.40963130274165,"T=5"
"954",1.391673298068,"T=5"
"955",1.08796466607415,"T=5"
"956",1.24891243910362,"T=5"
"957",1.67052294098514,"T=5"
"958",1.26425707033883,"T=5"
"959",1.66000539521143,"T=5"
"960",1.15107265968035,"T=5"
"961",1,"T=5"
"962",1.48815842828591,"T=5"
"963",1.1579437282499,"T=5"
"964",1,"T=5"
"965",1,"T=5"
"966",1.46114504640252,"T=5"
"967",1,"T=5"
"968",1.5741066159049,"T=5"
"969",1.48159132786481,"T=5"
"970",1,"T=5"
"971",1.13141781588218,"T=5"
"972",1,"T=5"
