"","funds_optimal","comp"
"507",1.77560857613982,"T=1"
"508",1.73529643434069,"T=1"
"509",1,"T=1"
"510",1,"T=1"
"511",1,"T=1"
"512",1.74287770376272,"T=1"
"513",1.73409158820155,"T=1"
"514",1.73592499661182,"T=1"
"515",1,"T=1"
"516",1,"T=1"
"517",1.7598301493477,"T=1"
"518",1,"T=1"
"519",1.73885260321405,"T=1"
"520",1.74891063874501,"T=1"
"521",1.73500952173819,"T=1"
"522",1.74189688440814,"T=1"
"523",1.73436488542245,"T=1"
"524",1,"T=1"
"525",1.7358653469516,"T=1"
"526",1.74457151602751,"T=1"
"527",1,"T=1"
"528",1,"T=1"
"529",1.7633366268138,"T=1"
"530",1.74230821562897,"T=1"
"531",1.76959772221559,"T=1"
"532",1.74314313234818,"T=1"
"533",1,"T=1"
"534",1.74552229171688,"T=1"
"535",1.74607100659297,"T=1"
"536",1.74595696065589,"T=1"
"537",1.74193613510594,"T=1"
"538",1,"T=1"
"539",1,"T=1"
"540",1,"T=1"
"541",1.74015211717929,"T=1"
"542",1.75366159865206,"T=1"
"543",1,"T=1"
"544",1.80393734916017,"T=1"
"545",1,"T=1"
"546",1,"T=1"
"547",1,"T=1"
"548",1,"T=1"
"549",1.74846971640951,"T=1"
"550",1.73560196956097,"T=1"
"551",1.7707599314048,"T=1"
"552",1.75336677123575,"T=1"
"553",1.74560674357946,"T=1"
"554",1.75743084406269,"T=1"
"555",1.73214173142289,"T=1"
"556",1,"T=1"
"557",1.73236647476051,"T=1"
"558",1.74895784731865,"T=1"
"559",1,"T=1"
"560",1,"T=1"
"561",1.73986127751114,"T=1"
"562",1.73341461398318,"T=1"
"563",1.73836679878794,"T=1"
"564",1,"T=1"
"565",1,"T=1"
"566",1,"T=1"
"567",1.73246087077963,"T=1"
"568",1.73896958836108,"T=1"
"569",1.74994121960996,"T=1"
"570",1.73671991225758,"T=1"
"571",1,"T=1"
"572",1,"T=1"
"573",1.7476927974084,"T=1"
"574",1,"T=1"
"575",1.75534201779126,"T=1"
"576",1.74711486561965,"T=1"
"577",1.74783461202903,"T=1"
"578",1.73503152846184,"T=1"
"579",1.75073369366832,"T=1"
"580",1.76742719032043,"T=1"
"581",1.73966873280872,"T=1"
"582",1.73695308522981,"T=1"
"583",1.73416804185637,"T=1"
"584",1.75439455975931,"T=1"
"585",1,"T=1"
"586",1.73229927084978,"T=1"
"587",1.74972593361993,"T=1"
"588",1.7363721424305,"T=1"
"589",1,"T=1"
"590",1,"T=1"
"591",1.76942303556289,"T=1"
"592",1,"T=1"
"593",1,"T=1"
"594",1.75728497396461,"T=1"
"595",1,"T=1"
"596",1,"T=1"
"597",1.7680405300651,"T=1"
"598",1.73574718071533,"T=1"
"599",1,"T=1"
"600",1,"T=1"
"601",1,"T=1"
"602",1,"T=1"
"603",1,"T=1"
"604",1.73336198148781,"T=1"
"605",1,"T=1"
"606",1.75864423844691,"T=1"
"607",1.74147947397259,"T=1"
"608",1.75238532591926,"T=1"
"609",1.74506623562116,"T=1"
"610",1.75048191497412,"T=1"
"611",1,"T=1"
"612",1,"T=1"
"613",1,"T=1"
"614",1,"T=1"
"615",1,"T=1"
"616",1,"T=1"
"617",1.73637820254133,"T=1"
"618",1,"T=1"
"619",1.74120253140054,"T=1"
"620",1,"T=1"
"621",1.7591733800557,"T=1"
"622",1.77139177259848,"T=1"
"623",1.76138388069105,"T=1"
"624",1.74460356712362,"T=1"
"625",1.78399966193666,"T=1"
"626",1,"T=1"
"627",1.7612445168601,"T=1"
"628",1.75441806325205,"T=1"
"629",1,"T=1"
"630",1,"T=1"
"631",1,"T=1"
"632",1.76494769863645,"T=1"
"633",1,"T=1"
"634",1.73478606748735,"T=1"
"635",1.75582456270379,"T=1"
"636",1.75459005507145,"T=1"
"637",1,"T=1"
"638",1.76874475647574,"T=1"
"639",1.76041686787843,"T=1"
"640",1,"T=1"
"641",1,"T=1"
"642",1.75591560656056,"T=1"
"643",1,"T=1"
"644",1.74908963196168,"T=1"
"645",1,"T=1"
"646",1.7580409534447,"T=1"
"647",1,"T=1"
"648",1.74829446640795,"T=1"
"649",1,"T=1"
"650",1,"T=1"
"651",1,"T=1"
"652",1.73754558221979,"T=1"
"653",1,"T=1"
"654",1,"T=1"
"655",1.73284747818742,"T=1"
"656",1.74784737935391,"T=1"
"657",1.75082574846088,"T=1"
"658",1.76506354366404,"T=1"
"659",1,"T=1"
"660",1,"T=1"
"661",1.74769232656724,"T=1"
"662",1.78300272747166,"T=1"
"663",1,"T=1"
"664",1,"T=1"
"665",1.75202026822497,"T=1"
"666",1.77148010342772,"T=1"
"667",1,"T=1"
"668",1,"T=1"
"669",1.74002225926558,"T=1"
"670",1.74942617904503,"T=1"
"671",1,"T=1"
"672",1,"T=1"
"673",1.74144121482775,"T=1"
"674",1,"T=1"
"675",1.75291594938943,"T=1"
"676",1,"T=1"
"677",1,"T=1"
"678",1,"T=1"
"679",1.73827149468447,"T=1"
"680",1.7433615076088,"T=1"
"681",1,"T=1"
"682",1,"T=1"
"683",1.74564023592602,"T=1"
"684",1,"T=1"
"685",1,"T=1"
"686",1.74991075308239,"T=1"
"687",1.76076108552501,"T=1"
"688",1.75968866181806,"T=1"
"689",1,"T=1"
"690",1,"T=1"
"691",1,"T=1"
"692",1.77737063649751,"T=1"
"693",1.73487729014154,"T=1"
"694",1.73296681057204,"T=1"
"695",1,"T=1"
"696",1.74716111821009,"T=1"
"697",1,"T=1"
"698",1,"T=1"
"699",1,"T=1"
"700",1.76021048051557,"T=1"
"701",1,"T=1"
"702",1.73241594491477,"T=1"
"703",1,"T=1"
"704",1.74570193940056,"T=1"
"705",1,"T=1"
"706",1,"T=1"
"707",1,"T=1"
"708",1,"T=1"
"709",1.73934867756224,"T=1"
"710",1,"T=1"
"711",1.7390376111286,"T=1"
"712",1,"T=1"
"713",1.76355696577812,"T=1"
"714",1,"T=1"
"715",1.77508048548528,"T=1"
"716",1,"T=1"
"717",1,"T=1"
"718",1.75351351250126,"T=1"
